id,name,country_id,is_active,lat,long
649,Aiyappan Kovil,76,TRUE,9.7158,77.0333
653,Aizawl,76,TRUE,23.7272,92.7178
664,Ajaigarh,76,TRUE,24.8988,80.2592
665,Ajas,76,TRUE,34.3316,74.6801
671,Ajjampur,76,TRUE,13.7279,76.0068
672,Ajjanahalli,76,TRUE,12.0376,77.8138
673,Ajjipuram,76,TRUE,12.0457,77.3532
675,Ajmer,76,TRUE,26.4499,74.6399
676,Ajnala,76,TRUE,31.84,74.76
677,Ajodhya,76,TRUE,26.7992,82.2044
681,Akalapura,76,TRUE,13.4852,77.4621
682,Akalgarh,76,TRUE,30.8019,75.8582
683,Akambadam,76,TRUE,11.1,76.3167
684,Akanavaritota,76,TRUE,16.4141,81.6367
688,Akbarpur,76,TRUE,26.4333,82.5403
689,Akbarpur,76,TRUE,24.6351,83.9642
705,Akhnur,76,TRUE,32.87,74.73
715,Akividu,76,TRUE,16.5823,81.3811
717,Akkattettar,76,TRUE,10.8167,76.65
720,Aklera,76,TRUE,24.42,76.57
722,Aklvidu,76,TRUE,16.6,81.3833
723,Akola,76,TRUE,20.7,77
724,Akola,76,TRUE,27.0656,77.8808
727,Akora,76,TRUE,26.4721,78.7989
729,Akot,76,TRUE,21.1,77.06
925,Alagappapuram,76,TRUE,8.1468,77.5413
926,Alagarai,76,TRUE,10.9826,78.3891
944,Alamadi,76,TRUE,13.1097,80.0972
950,Alamnagar,76,TRUE,25.561,86.9014
957,Alampalaiyam,76,TRUE,11.3635,77.7677
958,Alampur,76,TRUE,15.8793,78.1334
959,Alampur,76,TRUE,26.0251,78.797
960,Alampur,76,TRUE,24.8721,83.8829
961,Alampur Gonpura,76,TRUE,25.5404,85.0511
962,Alamuru,76,TRUE,16.7833,81.9
963,Aland,76,TRUE,17.5642,76.5685
964,Alandatte,76,TRUE,12.191,75.4673
966,Alanganallur,76,TRUE,10.047,78.0903
967,Alangayam,76,TRUE,12.6223,78.7521
968,Alangudi,76,TRUE,10.3604,78.9779
969,Alangulam,76,TRUE,8.864,77.4994
975,Alasandigutta,76,TRUE,15.6244,77.2731
983,Alattur,76,TRUE,10.6481,76.5383
985,Alauli,76,TRUE,25.644,86.4065
989,Alawalpur,76,TRUE,31.4316,75.6561
990,Alawandi,76,TRUE,15.2303,75.9801
991,Alayaman,76,TRUE,8.8843,76.9653
1104,Alengad,76,TRUE,10.1,76.3
1114,Alewah,76,TRUE,29.4767,76.4522
1157,Algun,76,TRUE,31.2795,74.6517
1180,Aliganj,76,TRUE,24.9365,85.925
1181,Aligarh,76,TRUE,27.88,78.08
1188,Alipur,76,TRUE,18.8621,78.8754
1189,Alipur Duar,76,TRUE,26.489,89.527
1194,Aliyabad,76,TRUE,12.6317,79.2164
1203,Allagadda,76,TRUE,15.1322,78.5138
1205,Allahdurg,76,TRUE,17.9667,77.9167
1206,Allahpur,76,TRUE,26.3434,77.8195
1217,Alleppey,76,TRUE,9.49,76.33
1221,Allinagaram,76,TRUE,10.0119,77.4786
1228,Allur,76,TRUE,14.68,80.06
1229,Alluru,76,TRUE,15.1336,78.4975
1243,Almel,76,TRUE,16.92,76.24
1260,Almora,76,TRUE,29.5971,79.6591
1265,Alnavar,76,TRUE,15.4273,74.7411
1291,Alta,76,TRUE,17.25,74.57
1369,Alukkuli,76,TRUE,11.4458,77.3574
1372,Alur,76,TRUE,15.3942,77.2264
1385,Alwa Tirunagari,76,TRUE,8.61,77.94
1386,Alwal,76,TRUE,17.5047,78.5038
1387,Alwar,76,TRUE,27.5498,76.6355
1388,Alwarkurichchi,76,TRUE,8.7838,77.3952
1389,Alwaye,76,TRUE,10.1167,76.35
1400,Amaha,76,TRUE,26.1284,86.7998
1404,Amala,76,TRUE,9.859,76.8112
1405,Amalapuram,76,TRUE,16.5787,82.0061
1408,Amalner,76,TRUE,21.05,75.05
1413,Amangal,76,TRUE,16.8499,78.5327
1414,Amanganj,76,TRUE,24.4266,80.0358
1422,Amarapuuram,76,TRUE,14.1333,76.9833
1423,Amaravati,76,TRUE,16.5131,80.5165
1424,Amaravati,76,TRUE,16.573,80.358
1425,Amarchinta,76,TRUE,16.374,77.7729
1428,Amari,76,TRUE,25.7179,86.0839
1430,Amarpatan,76,TRUE,24.3137,80.977
1431,Amarpur,76,TRUE,25.0397,86.9025
1432,Amarpur,76,TRUE,23.53,91.64
1433,Amarpura,76,TRUE,26.3667,73.9833
1434,Amarwa Khurd,76,TRUE,26.8333,84.25
1435,Amarwara,76,TRUE,22.2978,79.1694
1448,Amauna,76,TRUE,25.0531,84.5169
1451,Amayan,76,TRUE,26.3205,78.7581
1452,Amba Icharua,76,TRUE,25.614,86.4258
1460,Ambajogai,76,TRUE,18.73,76.38
1462,Ambala,76,TRUE,30.38,76.78
1463,Ambala,76,TRUE,17.65,79.05
1471,Ambalanur,76,TRUE,16.59,75.96
1479,Ambalavayal,76,TRUE,11.619,76.2102
1484,Ambara,76,TRUE,22.1902,78.6708
1493,Ambasamudram,76,TRUE,8.7037,77.4527
1525,Ambattur,76,TRUE,13.1143,80.1548
1526,Ambatturai,76,TRUE,10.2603,77.9303
1532,Ambhua,76,TRUE,24.5568,87.8651
1533,Ambikapur,76,TRUE,23.12,83.2
1660,Amgachia,76,TRUE,22.4156,88.3051
1661,Amha,76,TRUE,26.0518,86.6906
1668,Amiawar,76,TRUE,25.0405,84.3096
1671,Amingaon,76,TRUE,26.23,91.67
1672,Amingarh,76,TRUE,16.0572,75.9489
1673,Aminpur,76,TRUE,17.5241,78.3242
1680,Amjhar,76,TRUE,25.0641,84.5591
1681,Amjhera,76,TRUE,22.5578,75.1185
1682,Amla,76,TRUE,21.9248,78.1279
1685,Ammanabrolu,76,TRUE,15.5802,80.1488
1687,Ammapettai,76,TRUE,10.7948,79.3199
1688,Ammapettai,76,TRUE,11.6197,77.7426
1689,Ammavarikuppam,76,TRUE,13.1784,79.4169
1692,Ammur,76,TRUE,12.975,79.3628
1695,Amodei,76,TRUE,26.8975,84.8182
1739,Amrabad,76,TRUE,16.3833,78.8333
1740,Amravati,76,TRUE,20.9258,77.7647
1741,Amreli,76,TRUE,21.6006,71.2164
1744,Amritsar,76,TRUE,31.64,74.86
1745,Amroha,76,TRUE,28.9044,78.4675
1746,Amsin,76,TRUE,26.5733,82.4357
1751,Amta,76,TRUE,22.5834,88.0104
1752,Amtala,76,TRUE,26.1,91.39
1753,Amtala,76,TRUE,22.3669,88.2777
1757,Amudalapalle,76,TRUE,15.9301,80.6899
1758,Amudalavalasa,76,TRUE,18.4167,83.9
1767,Amwa Majhar,76,TRUE,26.7362,84.5818
1794,Anaikal,76,TRUE,9.6003,76.6846
1795,Anaiyur,76,TRUE,9.9615,78.1118
1798,Anakapalle,76,TRUE,17.6913,83.0039
1799,Anakaputtur,76,TRUE,12.9823,80.1282
1811,Anamalais,76,TRUE,10.583,76.9344
1816,Anand,76,TRUE,22.556,72.951
1817,Anandapuram,76,TRUE,11.09,76.9422
1818,Anandnagar,76,TRUE,27.1,83.2833
1819,Anandpur,76,TRUE,21.2141,86.1249
1820,Anandpur,76,TRUE,31.2393,76.5025
1821,Anandpur,76,TRUE,25.6192,84.8673
1824,Ananipalle,76,TRUE,13.4902,79.2895
1825,Anantapalle,76,TRUE,16.9767,81.4442
1826,Anantapur,76,TRUE,14.68,77.599
1827,Anantarazupeta,76,TRUE,14.0014,79.3319
1828,Anantasagaram,76,TRUE,14.5833,79.4167
1829,Anantavur,76,TRUE,10.8925,75.9983
1830,Anantpur,76,TRUE,16.889,75.0146
1841,Anavatti,76,TRUE,14.5645,75.1523
1855,Andal,76,TRUE,23.6,87.2
1861,Andanappettai,76,TRUE,10.7498,79.8226
1880,Andhana,76,TRUE,25.2574,85.4548
1881,Andhra Tharhi,76,TRUE,26.3771,86.3341
1890,Andipalaiyam,76,TRUE,11.092,77.315
1891,Andippatti,76,TRUE,9.998,77.621
1894,Andiyappanur,76,TRUE,12.5342,78.7024
1951,Andurkonam,76,TRUE,8.5969,76.8664
1953,Anekal,76,TRUE,12.7105,77.6967
1959,Angadikkal Tekkekara,76,TRUE,9.2063,76.7835
1960,Angalakuduru Malepalle,76,TRUE,16.2392,80.6117
1961,Angalakurichchi,76,TRUE,10.5282,76.9962
1962,Angallu,76,TRUE,13.6287,78.4857
1963,Angamali,76,TRUE,10.196,76.386
1976,Anghad,76,TRUE,22.3913,72.9946
1978,Angichettippalaiyam,76,TRUE,11.7742,79.5255
1994,Angul,76,TRUE,20.8381,85.0956
1997,Angwali,76,TRUE,23.7317,85.9858
2007,Anjad,76,TRUE,22.0417,75.0552
2013,Anjangaon,76,TRUE,21.15,77.28
2015,Anjarkandi,76,TRUE,11.8822,75.5097
2016,Anjehalli,76,TRUE,12.1395,77.9808
2024,Anjukulippatti,76,TRUE,10.2444,78.0794
2025,Anjuna,76,TRUE,15.5833,73.7333
2026,Anjur,76,TRUE,10.5992,76.1553
2032,Ankalgi,76,TRUE,16.0333,74.7
2061,Ankireddikuntapalem,76,TRUE,15.9154,80.2108
2066,Ankli,76,TRUE,16.42,74.58
2068,Ankola,76,TRUE,14.6605,74.3047
2077,Annakattumula,76,TRUE,9.8575,76.4009
2078,Annakunnu,76,TRUE,11.7463,76.0415
2079,Annamalainagar,76,TRUE,11.4,79.7333
2085,Annaram,76,TRUE,16.784,79.302
2086,Anndevarapeta,76,TRUE,17.0937,81.5799
2090,Annigeri,76,TRUE,15.4251,75.4335
2094,Annur,76,TRUE,11.2325,77.1069
2163,Antardipa,76,TRUE,24.6442,87.9213
2165,Antargangi,76,TRUE,17.17,75.96
2167,Antarvedi,76,TRUE,16.3333,81.7333
2168,Antarvedipalem,76,TRUE,16.3319,81.732
2204,Antri,76,TRUE,26.0581,78.21
2237,Antur,76,TRUE,11.987,75.376
2239,Anuppampattu,76,TRUE,13.3018,80.2258
2240,Anuppur,76,TRUE,23.1034,81.6908
2241,Anupshahr,76,TRUE,28.37,78.27
2288,Aphaur,76,TRUE,25.8828,84.7595
2305,Apparaopeta,76,TRUE,16.8987,81.5684
2314,Appukkudal,76,TRUE,11.4684,77.5766
2361,Arachchalur,76,TRUE,11.1627,77.7007
2384,Arajpur,76,TRUE,25.5197,87.0808
2388,Arakere,76,TRUE,12.4133,76.8168
2389,Arakkal,76,TRUE,8.948,76.8631
2390,Arakkapadi,76,TRUE,10.0599,76.4592
2395,Aralam,76,TRUE,11.9992,75.764
2397,Aramangalam,76,TRUE,11.5843,76.0001
2399,Arambagh,76,TRUE,22.88,87.78
2400,Arambakkam,76,TRUE,13.5258,80.071
2403,Aranda,76,TRUE,26.085,84.3601
2408,Arani,76,TRUE,13.3346,80.0848
2412,Arantangi,76,TRUE,10.1686,78.992
2413,Aranya Kalan,76,TRUE,23.2448,76.7435
2433,Araria,76,TRUE,26.15,87.52
2440,Arasur,76,TRUE,11.0866,77.1146
2451,Aravakkurichchi,76,TRUE,10.776,77.9076
2453,Aravankara,76,TRUE,11.0745,75.9369
2454,Aravelli,76,TRUE,18.719,79.0262
2486,Arcot,76,TRUE,12.9047,79.3238
2490,Arda,76,TRUE,32.3087,76.5772
2524,Areraj,76,TRUE,26.5527,84.6726
2561,Arimalam,76,TRUE,10.255,78.884
2570,Ariyalur,76,TRUE,11.1372,79.0778
2580,Arkonam,76,TRUE,13.0778,79.6667
2593,Arma,76,TRUE,25.1966,86.2468
2610,Armur,76,TRUE,18.79,78.29
2616,Arni,76,TRUE,12.6677,79.2853
2617,Arni ka Khera,76,TRUE,24.9,74.33
2619,Arniya,76,TRUE,25.715,85.5448
2627,Aroali,76,TRUE,24.043,87.9443
2629,Arohi,76,TRUE,31.8419,76.8645
2630,Aron,76,TRUE,24.3811,77.4174
2640,Arrah,76,TRUE,25.5514,84.6603
2644,Arrapalli,76,TRUE,18.0718,79.7386
2665,Arsali,76,TRUE,24.3754,83.5903
2668,Arsikere,76,TRUE,13.3139,76.2369
2693,Arttuvattala,76,TRUE,9.5167,76.3167
2699,Arugollu,76,TRUE,16.8253,81.5775
2701,Arukutti,76,TRUE,9.8309,76.427
2702,Arumbakkam,76,TRUE,13.5427,80.069
2703,Arumbavur,76,TRUE,11.381,78.7296
2704,Arumuganeri,76,TRUE,8.5717,78.0922
2705,Aruppukkottai,76,TRUE,9.5139,78.1002
2707,Arutla,76,TRUE,17.1346,78.7574
2708,Aruvapalam,76,TRUE,9.1833,76.85
2709,Aruvikkara,76,TRUE,8.3331,77.2788
2717,Arwal,76,TRUE,25.2442,84.6631
2752,Asafabad,76,TRUE,19.365,79.274
2762,Asahni,76,TRUE,26.0079,84.4799
2766,Asakapalle,76,TRUE,17.7364,83.3
2773,Asan,76,TRUE,25.73,74.33
2775,Asansol,76,TRUE,23.68,86.99
2776,Asara,76,TRUE,29.2494,77.2915
2778,Asarganj,76,TRUE,25.15,86.68
2779,Asarhi,76,TRUE,25.2892,85.2189
2838,Ashoknagar,76,TRUE,24.58,77.73
2840,Ashta,76,TRUE,23.0175,76.7221
2851,Ashwaraopeta,76,TRUE,17.25,81.1333
2876,Assamannur,76,TRUE,10.1129,76.5517
2893,Asthal Bohar,76,TRUE,28.873,76.642
2894,Asthanwan,76,TRUE,25.2215,85.6262
2907,Asudapuram,76,TRUE,15.878,78.132
2913,Aswapuram,76,TRUE,17.8348,80.8236
2934,Atari,76,TRUE,31.6008,74.6056
2935,Atarra,76,TRUE,25.28,80.57
2942,Atchampeta,76,TRUE,15.5412,78.9503
2951,Athar,76,TRUE,26.0392,86.059
2953,Atharga,76,TRUE,16.9875,75.8863
2965,Athiringal,76,TRUE,9.0667,76.5
2967,Athni,76,TRUE,16.73,75.07
2980,Atlapadu,76,TRUE,16.8877,81.6772
2985,Atmakur,76,TRUE,15.8779,78.5884
2986,Atmakur,76,TRUE,14.6167,79.6167
2987,Atmakur,76,TRUE,16.3364,77.8056
2988,Atmakur,76,TRUE,18.0712,79.736
2989,Atmakuru,76,TRUE,14.6452,77.3554
2990,Atner,76,TRUE,21.6238,77.9152
2999,Atru,76,TRUE,24.81,76.63
3001,Attanur,76,TRUE,11.5006,78.1356
3002,Attappampatti,76,TRUE,11.482,78.0248
3006,Attibele,76,TRUE,12.7781,77.7726
3008,Attili,76,TRUE,16.7,81.6
3009,Attimarappatti,76,TRUE,8.7297,78.1169
3010,Attingal,76,TRUE,8.68,76.83
3011,Attippattu,76,TRUE,13.2633,80.2911
3016,Attur,76,TRUE,8.3224,77.2558
3017,Atturkuppam,76,TRUE,12.6,78.5423
3060,Auhar Sheikh,76,TRUE,26.7216,84.5993
3063,Aul,76,TRUE,20.67,86.64
3069,Aurad,76,TRUE,18.254,77.4176
3070,Aurad Shahjahani,76,TRUE,18.0958,76.8881
3071,Aurahi,76,TRUE,26.1895,87.3372
3072,Aurahi,76,TRUE,25.5709,86.9668
3073,Aurahi,76,TRUE,26.0355,86.7467
3074,Aurahi,76,TRUE,25.8263,87.1365
3075,Aurangabad,76,TRUE,19.88,75.32
3076,Aurangabad,76,TRUE,24.7,84.35
3077,Aurangabad,76,TRUE,27.894,77.369
3080,Auria,76,TRUE,24.8563,87.0112
3100,Auta,76,TRUE,25.3882,85.9558
3107,Avadattur,76,TRUE,11.7014,77.8638
3108,Avadi,76,TRUE,13.1147,80.1098
3109,Avalepalli,76,TRUE,12.7714,77.8594
3110,Avalpundurai,76,TRUE,11.231,77.7182
3111,Avalurpet,76,TRUE,12.38,79.3465
3112,Avanashipalaiyam,76,TRUE,10.9696,77.4352
3114,Avanigadda,76,TRUE,16.0197,80.92
3115,Avaniyapuram,76,TRUE,9.8818,78.1125
3136,Avidha,76,TRUE,21.6651,73.0366
3144,Avitanallur,76,TRUE,11.5002,75.8059
3163,Awankh,76,TRUE,32.1392,75.4611
3165,Awantipur,76,TRUE,33.9233,75.0128
3190,Ayanavelikulangara Tekku,76,TRUE,9.0436,76.5199
3192,Ayanikkad,76,TRUE,10.458,76.126
3196,Ayas,76,TRUE,24.2508,87.7784
3204,Ayikudi,76,TRUE,9.0032,77.3449
3205,Ayinikkad,76,TRUE,11.4974,75.72
3206,Ayirapuram,76,TRUE,9.88,76.3
3207,Ayirurpara,76,TRUE,8.503,76.9522
3211,Aymangala,76,TRUE,12.0333,75.7333
3215,Ayodhyapattanam,76,TRUE,11.6755,78.2409
3238,Ayyagarpet,76,TRUE,17.2197,80.8339
3239,Ayyampalaiyam,76,TRUE,10.2253,77.7485
3240,Ayyampettai,76,TRUE,10.8971,79.1915
3259,Azamnagar,76,TRUE,25.5456,87.8294
3270,Azhikkal,76,TRUE,11.9076,75.3446
3271,Azhikkod,76,TRUE,11.9076,75.3446
3273,Azizpur Chande,76,TRUE,25.7932,85.5945
3303,Baba Bakala,76,TRUE,31.555,75.2656
3309,Babai,76,TRUE,22.7026,77.9349
3310,Babai Kalan,76,TRUE,22.8313,78.6774
3319,Babhanganwa,76,TRUE,26.1398,86.8464
3320,Babhangaon,76,TRUE,25.7897,86.9767
3321,Babhangawan,76,TRUE,25.3674,86.9501
3322,Babhani Bholwa,76,TRUE,26.0876,86.7456
3323,Babhantoli,76,TRUE,26.252,87.926
3324,Babhniyawan,76,TRUE,25.4943,84.4815
3325,Babhnoul,76,TRUE,25.3202,84.2128
3330,Babra,76,TRUE,21.8442,71.3042
3332,Babura,76,TRUE,25.6838,84.7825
3346,Bachchannapet,76,TRUE,17.7883,79.0349
3347,Bachhauta,76,TRUE,25.5242,86.4606
3348,Bachhraon,76,TRUE,28.93,78.22
3350,Bachra,76,TRUE,23.6886,85.0703
3446,Bada Barabil,76,TRUE,22.12,85.4
3447,Badagabettu,76,TRUE,13.3335,74.7999
3451,Badami,76,TRUE,15.92,75.6803
3452,Badanahatti,76,TRUE,15.3176,76.8258
3453,Badantola,76,TRUE,25.2517,87.842
3454,Badarpur,76,TRUE,24.8685,92.5961
3455,Badarwas,76,TRUE,24.9752,77.5649
3460,Badepalli,76,TRUE,16.7549,78.1443
3465,Badiadka,76,TRUE,12.5833,75.0667
3469,Badkulla,76,TRUE,23.3036,88.5302
3470,Badnawar,76,TRUE,23.0218,75.2327
3471,Badnor,76,TRUE,25.8355,74.2775
3477,Badru Khan,76,TRUE,30.2523,75.7917
3478,Badshahpur,76,TRUE,28.393,77.048
3480,Baduria,76,TRUE,22.74,88.79
3481,Baduriatola,76,TRUE,24.0928,84.0895
3482,Badurpalle,76,TRUE,17.5468,78.365
3483,Badvel,76,TRUE,14.75,79.05
3502,Bag,76,TRUE,22.359,74.7905
3508,Bagaha,76,TRUE,27.0992,84.09
3509,Bagahi,76,TRUE,26.7632,84.467
3510,Bagalkot,76,TRUE,16.1817,75.6958
3511,Bagalur,76,TRUE,12.8333,77.8667
3512,Bagalvad,76,TRUE,16.0528,76.8877
3518,Bagasra,76,TRUE,21.4833,70.95
3519,Bagaura,76,TRUE,26.0388,84.4624
3520,Bagchini,76,TRUE,26.4817,77.8185
3524,Bagepalli,76,TRUE,13.78,77.79
3525,Bageshwar,76,TRUE,29.838,79.771
3526,Bagewadi,76,TRUE,16.29,74.6
3529,Bagha Purana,76,TRUE,30.6881,75.0984
3530,Baghambarpur,76,TRUE,26.8075,84.4059
3531,Baghant,76,TRUE,26.1748,86.1705
3532,Baghauni,76,TRUE,25.9338,86.0594
3534,Baghduma,76,TRUE,24.8223,87.0116
3541,Baghmari,76,TRUE,20.2206,85.5014
3542,Baghmaria,76,TRUE,26.44,86.43
3543,Baghpat,76,TRUE,28.95,77.22
3544,Baghra,76,TRUE,25.5597,85.5841
3547,Bagli,76,TRUE,22.6412,76.3488
3550,Bagnan,76,TRUE,22.47,87.97
3562,Bagor,76,TRUE,25.3575,74.3731
3564,Bagra,76,TRUE,25.2,72.5833
3567,Bagrinagar,76,TRUE,25.9,73.8
3573,Bagula,76,TRUE,23.335,88.644
3579,Bahadarpur,76,TRUE,21.2922,76.1806
3580,Bahadurganj,76,TRUE,26.2617,87.8244
3581,Bahadurpur,76,TRUE,25.4522,85.6303
3582,Bahagalpur,76,TRUE,24.5934,87.9536
3585,Baharampur,76,TRUE,24.1,88.25
3588,Baharu,76,TRUE,22.204,88.4283
3593,Baheri,76,TRUE,25.9426,86.0471
3601,Bahraigh,76,TRUE,27.575,81.594
3603,Bahutal,76,TRUE,24.5714,87.8971
3624,Baihar,76,TRUE,22.1013,80.5497
3627,Baikatpur,76,TRUE,25.4939,85.3792
3629,Baikunthapur,76,TRUE,22.9808,88.2058
3630,Baikunthpur,76,TRUE,24.7277,81.4098
3637,Bail-Hongal,76,TRUE,15.8137,74.8589
3645,Baindur,76,TRUE,13.866,74.6333
3649,Bairagnia,76,TRUE,26.7381,85.2736
3650,Bairi Chak,76,TRUE,24.6951,84.9913
3651,Bairia,76,TRUE,25.7583,84.1489
3652,Bairia,76,TRUE,25.5563,85.1835
3653,Bairia,76,TRUE,26.7373,84.4371
3654,Bairiya,76,TRUE,26.3392,84.8236
3656,Bairo,76,TRUE,26.0144,86.51
3659,Baisa,76,TRUE,25.3552,86.7246
3666,Baisuhalli,76,TRUE,12.2064,78.1906
3673,Baj Baj,76,TRUE,22.4828,88.1818
3675,Bajala,76,TRUE,12.8537,74.8853
3682,Bajpe,76,TRUE,12.9803,74.8832
3684,Bajwara,76,TRUE,31.515,75.9494
3688,Bakarpur Ogairah,76,TRUE,25.3294,87.5138
3695,Bakharia,76,TRUE,26.7666,84.6619
3700,Bakhri,76,TRUE,25.5989,86.2607
3701,Bakhtawarpur,76,TRUE,28.821,77.166
3702,Bakhtiyarpur,76,TRUE,25.459,85.539
3708,Bakwa,76,TRUE,26.0601,86.4124
3718,Baladharmaram,76,TRUE,17.4104,79.969
3719,Balagam,76,TRUE,21.3694,70.0981
3726,Balakrishnanpatti,76,TRUE,11.2511,78.4736
3732,Balangir,76,TRUE,20.72,83.48
3737,Balarampur,76,TRUE,26.2432,89.5863
3738,Balarampur,76,TRUE,23.12,86.22
3739,Balarampuram,76,TRUE,8.3833,77.0833
3740,Balasamudram,76,TRUE,10.419,77.4992
3744,Balasore,76,TRUE,21.5033,86.925
3749,Balaungi,76,TRUE,30.7306,76.6937
3759,Baldeogarh,76,TRUE,24.7562,79.0672
3765,Balehonnur,76,TRUE,13.35,75.46
3774,Balha,76,TRUE,25.5468,86.5683
3776,Balhapur,76,TRUE,25.3511,86.2122
3777,Bali,76,TRUE,22.65,88.34
3778,Balia,76,TRUE,24.2433,75.8061
3780,Baligaon,76,TRUE,25.4196,84.4951
3781,Balighattam,76,TRUE,17.651,82.6059
3798,Balkonda,76,TRUE,18.8667,78.35
3803,Ballia,76,TRUE,25.7604,84.1471
3819,Balrampur,76,TRUE,27.43,82.18
3826,Baltara,76,TRUE,25.5116,86.7232
3832,Balua,76,TRUE,26.3272,87.6231
3833,Balua Rampur,76,TRUE,26.7777,84.428
3835,Balugan,76,TRUE,19.7333,85.2167
3836,Balumath,76,TRUE,23.8298,84.7888
3839,Balupur,76,TRUE,25.2611,87.8947
3840,Balurghat,76,TRUE,25.22,88.76
3841,Balussheri,76,TRUE,11.45,75.83
3842,Balvadi,76,TRUE,21.4412,75.223
3845,Balwa,76,TRUE,29.406,77.308
3856,Bamaiya Harlal,76,TRUE,25.6664,85.8802
3858,Bamaur,76,TRUE,26.339,78.101
3878,Bamhni,76,TRUE,22.4822,80.3716
3880,Bamora,76,TRUE,24.0554,78.0893
4057,Banagi,76,TRUE,13.61,75.53
4063,Banapur,76,TRUE,19.7789,85.1703
4065,Banaso,76,TRUE,23.9884,85.7866
4068,Banavar,76,TRUE,13.4167,76.1667
4072,Banbhag,76,TRUE,25.7919,87.414
4078,Banda,76,TRUE,24.0449,78.9609
4081,Bandalli,76,TRUE,12.164,77.3504
4082,Bandamurlanka,76,TRUE,16.517,81.988
4106,Bandipura,76,TRUE,34.4167,74.65
4109,Bandlaguda,76,TRUE,17.3543,78.3853
4111,Bandora,76,TRUE,15.4082,73.9813
4116,Bandwar,76,TRUE,25.5093,86.1595
4133,Banga,76,TRUE,31.1887,75.9949
4135,Bangalore,76,TRUE,12.9789,77.5917
4136,Banganapalle,76,TRUE,15.3167,78.2333
4137,Bangaon,76,TRUE,23.07,88.82
4138,Bangaon,76,TRUE,25.8673,86.5115
4139,Bangaon,76,TRUE,26.3081,87.8833
4144,Bangawan,76,TRUE,26.0427,87.4202
4152,Bangramanjeshvara,76,TRUE,12.6833,75
4159,Banhatti,76,TRUE,16.3853,75.1494
4181,Bank,76,TRUE,24.9539,84.1928
4182,Bankapur,76,TRUE,14.923,75.2622
4184,Bankheri,76,TRUE,22.7696,78.5341
4185,Banki,76,TRUE,20.3791,85.5295
4186,Banki,76,TRUE,26.1497,86.3626
4188,Bankra,76,TRUE,22.63,88.3
4189,Bankura,76,TRUE,23.25,87.07
4193,Banni,76,TRUE,25.4692,86.6068
4196,Bannur,76,TRUE,12.3329,76.862
