id,icao_code,iata_code,name,type,city_id,country_id,continent_id,latitude_deg,longitude_deg,elevation_ft
2293,SBFN,FEN,Fernando de Noronha Airport,medium_airport,48874,24,5,-3.854471,-32.423302,193
2294,KFEP,FEP,Albertus Airport,small_airport,14151,188,4,42.24620056,-89.58200073,859
2295,KFET,FET,Fremont Municipal Airport,small_airport,14171,188,4,41.44910049,-96.52020264,1204
2296,GMFF,FEZ,Fes Saïss International Airport,medium_airport,48875,119,2,33.927299,-4.97796,1900
2297,KFFA,FFA,First Flight Airport,small_airport,48876,188,4,36.01819992,-75.6713028,13
2298,EGVA,FFD,RAF Fairford,medium_airport,48877,187,3,51.682201,-1.79003,286
2299,KFFL,FFL,Fairfield Municipal Airport,small_airport,13418,188,4,41.053024,-91.980114,799
2300,KFFM,FFM,Fergus Falls Municipal Airport - Einar Mickelson Field,small_airport,13684,188,4,46.28440094,-96.15670013,1183
2301,KFFO,FFO,Wright-Patterson Air Force Base,medium_airport,11101,188,4,39.826099,-84.048302,823
2302,KFFT,FFT,Capital City Airport,small_airport,14100,188,4,38.181698,-84.906764,806
2303,SCFT,FFU,Futaleufú Airport,small_airport,48878,35,5,-43.189201,-71.851097,1148
2304,GQPF,FGD,Fderik Airport,small_airport,13616,111,2,22.673551,-12.729262,961
2305,NSFI,FGI,Fagali'i Airport,small_airport,2289,150,6,-13.849167,-171.739866,131
2306,NZ-0029,FGL,Fox Glacier Aerodrome,small_airport,48879,126,6,-43.46111,170.01702,
2307,NTGB,FGU,Fangatau Airport,medium_airport,48880,198,6,-15.820044,-140.888071,9
2308,KFHU,FHU,Sierra Vista Municipal Airport / Libby Army Air Field,medium_airport,48881,188,4,31.587383,-110.348225,4719
2309,NTKH,FHZ,Fakahina Airport,small_airport,48882,198,6,-15.992259,-140.164246,3
2310,K0B8,FID,Elizabeth Field,small_airport,48883,188,4,41.25130081,-72.03160095,9
2311,EGEF,FIE,Fair Isle Airport,small_airport,48884,187,3,59.534721,-1.628509,223
2312,GUFA,FIG,Fria Airport,small_airport,14185,69,2,10.3506,-13.5692,499
2313,FZAA,FIH,Ndjili International Airport,large_airport,21116,39,2,-4.38575,15.4446,1027
2314,YFNE,FIK,Finke Airport,small_airport,48885,9,6,-25.59469986,134.5829926,
2315,KFOM,FIL,Fillmore Municipal Airport,small_airport,13756,188,4,38.95830154,-112.362999,4985
2316,FIN,FIN,Finschhafen Airport,small_airport,48886,137,6,-6.621750109,147.85405,60
2321,RJNF,FKJ,Fukui Airport,medium_airport,14273,85,1,36.14279938,136.223999,19
2318,OMFJ,FJR,Fujairah International Airport,medium_airport,48887,186,1,25.1122,56.324001,152
2319,EDSB,FKB,Karlsruhe Baden-Baden Airport,medium_airport,48888,64,3,48.7794,8.0805,408
2320,FZIC,FKI,Bangoka International Airport,medium_airport,21195,39,2,0.481638998,25.33799934,1417
2322,KFKL,FKL,Venango Regional Airport,medium_airport,14107,188,4,41.37789917,-79.86039734,1540
2323,KFKN,FKN,Franklin Regional Airport,small_airport,14107,188,4,36.698101,-76.903801,41
2324,WASF,FKQ,Fakfak Airport,medium_airport,13445,77,1,-2.920508,132.267011,462
2325,RJSF,FKS,Fukushima Airport,medium_airport,48889,85,1,37.22740173,140.4309998,1221
2326,SKFL,FLA,Gustavo Artunduaga Paredes Airport,medium_airport,13842,37,5,1.58919,-75.5644,803
2327,SNQG,FLB,Cangapara Airport,small_airport,13860,24,5,-6.84639,-43.077301,689
2328,KFLD,FLD,Fond du Lac County Airport,small_airport,13912,188,4,43.77119827,-88.48840332,808
2329,EDXF,FLF,Flensburg-Schäferhaus Airport,small_airport,13814,64,3,54.773335,9.378889,131
2330,KFLG,FLG,Flagstaff Pulliam International Airport,medium_airport,13803,188,4,35.1385,-111.670998,7014
2331,GB-FLH,FLH,Flotta Isle Airstrip,small_airport,48890,187,3,58.825802,-3.14278,50
2332,BIHT,FLI,Holt Airport,small_airport,48891,75,3,66.01418043,-23.4416914,10
2333,KFLL,FLL,Fort Lauderdale Hollywood International Airport,large_airport,13993,188,4,26.072599,-80.152702,9
2334,SGFI,FLM,Aeródromo de Filadelfia,small_airport,13747,138,5,-22.354611,-60.053211,423
2335,SBFL,FLN,Hercílio Luz International Airport,large_airport,48892,24,5,-27.670279,-48.552502,16
2336,KFLO,FLO,Florence Regional Airport,medium_airport,13834,188,4,34.1853981,-79.72389984,146
2337,KFLP,FLP,Marion County Regional Airport,small_airport,48893,188,4,36.29090118,-92.59030151,719
2338,LIRQ,FLR,Peretola Airport,medium_airport,48894,82,3,43.810001,11.2051,142
2339,YFLI,FLS,Flinders Island Airport,small_airport,48895,9,6,-40.091702,147.992996,10
2340,FLT,FLT,Flat Airport,small_airport,48896,188,4,62.45259857,-157.9889984,309
2341,KFLV,FLV,Sherman Army Air Field,small_airport,48897,188,4,39.36830139,-94.91470337,772
2342,LPFL,FLW,Flores Airport,medium_airport,48898,142,3,39.45529938,-31.13139915,112
2343,KFLX,FLX,Fallon Municipal Airport,small_airport,13465,188,4,39.49909973,-118.7490005,3963
2345,WIMS,FLZ,Dr. Ferdinand Lumban Tobing Airport,medium_airport,48899,77,1,1.557127,98.887145,33
2346,SARF,FMA,Aeropuerto Nacional de Formosa,medium_airport,13966,7,5,-26.2127,-58.2281,193
2347,KFME,FME,Tipton Airport,medium_airport,48900,188,4,39.08539963,-76.75939941,150
2348,MRFL,FMG,Flamingo Airport,small_airport,48901,41,4,10.41860008,-85.78269958,270
2349,KFMH,FMH,Cape Cod Coast Guard Air Station,small_airport,13470,188,4,41.657899,-70.52163,131
2350,FZRF,FMI,Kalemie Airport,medium_airport,19674,39,2,-5.87556,29.25,2569
2351,EDJA,FMM,Memmingen Allgau Airport,medium_airport,26578,64,3,47.98880005,10.23950005,2077
2352,KFMN,FMN,Four Corners Regional Airport,medium_airport,13540,188,4,36.741199,-108.230003,5506
2353,EDDG,FMO,Münster Osnabrück Airport,medium_airport,15613,64,3,52.134602,7.68483,160
2354,KFSW,FMS,Fort Madison Municipal Airport,small_airport,13998,188,4,40.659113,-91.327763,724
2355,MV-0012,FMT,Faresmaathoda Airport,small_airport,48902,107,1,0.192647,73.196755,
2356,K6S2,FMU,Florence Municipal Airport,small_airport,13834,188,4,43.98279953,-124.1110001,51
2357,KFMY,FMY,Page Field,medium_airport,14005,188,4,26.58659935,-81.86329651,17
2358,GFLL,FNA,Lungi International Airport,large_airport,48903,157,2,8.61644,-13.1955,84
2359,EDBN,FNB,Neubrandenburg Airport,medium_airport,29212,64,3,53.6022,13.306,228
2360,LPMA,FNC,Madeira International Airport Cristiano Ronaldo,large_airport,14302,142,3,32.697899,-16.7745,192
2361,FND,FND,Funadhoo Airport,small_airport,14299,107,1,6.162443,73.28752,
2362,FNE,FNE,Fane Airport,small_airport,48904,137,6,-8.549277778,147.0858333,4500
2363,DFEF,FNG,Fada N'gourma Airport,small_airport,48905,27,2,12.033,0.35,1011
2364,HAFN,FNH,Fincha Airport,small_airport,48906,57,2,9.584387,37.377855,7600
2365,LFTW,FNI,Nîmes-Arles-Camargue Airport,medium_airport,48907,60,3,43.757401,4.41635,309
2366,ZKPY,FNJ,Pyongyang Sunan International Airport,medium_airport,34078,90,1,39.224098,125.669998,117
2367,KFNL,FNL,Northern Colorado Regional Airport,medium_airport,24278,188,4,40.44969,-105.011272,5016
2368,PANR,FNR,Funter Bay Seaplane Base,seaplane_base,48908,188,4,58.25439835,-134.897995,0
2369,KFNT,FNT,Bishop International Airport,medium_airport,13824,188,4,42.9654007,-83.74359894,782
2370,LIER,FNU,Oristano-Fenosu Airport,small_airport,30733,82,3,39.895308,8.642661,36
2371,GB-FOA,FOA,Foula Airfield,small_airport,48909,187,3,60.121725,-2.053202,150
2372,82CL,FOB,Fort Bragg Airport,small_airport,48863,188,4,39.472445,-123.795319,71
2373,ZSFZ,FOC,Fuzhou Changle International Airport,large_airport,14347,36,1,25.934669,119.66318,46
2374,KFOD,FOD,Fort Dodge Regional Airport,medium_airport,13986,188,4,42.55149841,-94.19259644,1156
2375,KFOE,FOE,Topeka Regional Airport,medium_airport,43150,188,4,38.950901,-95.663597,1078
2376,LIBF,FOG,"Foggia ""Gino Lisa"" Airport",medium_airport,13892,82,3,41.432899,15.535,265
2377,KFOK,FOK,Francis S Gabreski Airport,small_airport,48911,188,4,40.84370041,-72.63179779,67
2378,FKKM,FOM,Foumban Nkounja Airport,medium_airport,14054,31,2,5.63692,10.7508,3963
2379,MRAN,FON,La Fortuna Arenal Airport,small_airport,48912,41,4,10.469311,-84.579073,342
2380,WABF,FOO,Kornasoren Airport,small_airport,48913,77,1,-0.935842,134.872298,13
2381,SBFZ,FOR,Pinto Martins International Airport,large_airport,14024,24,5,-3.775833,-38.532222,83
2384,FOGF,FOU,Fougamou Airport,small_airport,48914,61,2,-1.278325,10.612497,263
2385,FOY,FOY,Foya Airport,small_airport,48915,99,2,8.3513,-10.2269,1480
2386,MYGF,FPO,Grand Bahama International Airport,medium_airport,14151,12,4,26.55870056,-78.69560242,7
2387,KFPR,FPR,St Lucie County International Airport,medium_airport,14008,188,4,27.49510002,-80.36830139,24
2388,K40J,FPY,Perry-Foley Airport,small_airport,32386,188,4,30.0693,-83.580597,44
2389,EDDF,FRA,Frankfurt Airport,large_airport,48916,64,3,50.030241,8.561096,364
2390,YFBS,FRB,Forbes Airport,medium_airport,13936,9,6,-33.363602,147.934998,760
2391,SIMK,FRC,Tenente Lund Pressoto Airport,small_airport,14079,24,5,-20.592199,-47.3829,3292
2392,KFHR,FRD,Friday Harbor Airport,medium_airport,48865,188,4,48.523654,-123.024645,113
2393,AGGF,FRE,Fera/Maringe Airport,small_airport,48918,161,6,-8.1075,159.576996,
2394,KFRG,FRG,Republic Airport,medium_airport,48919,188,4,40.72880173,-73.41339874,82
2395,KFRH,FRH,French Lick Municipal Airport,small_airport,48920,188,4,38.50619888,-86.63690186,792
2396,KFRI,FRI,Marshall Army Air Field,medium_airport,48921,188,4,39.053021,-96.764202,1065
2397,FSSF,FRK,Frégate Island Airport,small_airport,48922,156,2,-4.582785,55.944928,610
2398,LIPK,FRL,Forlì Airport,medium_airport,48923,82,3,44.194801,12.0701,97
2399,KFRM,FRM,Fairmont Municipal Airport,small_airport,13427,188,4,43.64390183,-94.41560364,1162
2400,PAFR,FRN,Bryant Army Airfield,small_airport,48924,188,4,61.266399,-149.653,378
2401,ENFL,FRO,Florø Airport,medium_airport,48925,131,3,61.58359909,5.024720192,37
2402,AYFE,FRQ,Feramin Airport,small_airport,48926,137,6,-5.208,141.6988,4655
2403,KFRR,FRR,Front Royal Warren County Airport,small_airport,14214,188,4,38.9175,-78.253502,709
2404,MGTK,FRS,Mundo Maya International Airport,medium_airport,36695,68,4,16.913799,-89.866402,427
2405,SCEV,FRT,El Avellano Airport,small_airport,14229,35,5,-41.11700058,-73.05000305,489
2406,UAFM,FRU,Manas International Airport,large_airport,5906,94,1,43.06129837,74.4776001,2058
2407,FBFT,FRW,P G Matante Intl,medium_airport,14089,23,2,-21.15914,27.468545,3283
2408,KIZG,FRY,Eastern Slopes Regional Airport,small_airport,48927,188,4,43.99110031,-70.94789886,454
2409,ETHF,FRZ,Fritzlar Army Airfield,medium_airport,14205,64,3,51.1146,9.286,565
2410,LFKF,FSC,Figari Sud-Corse Airport,medium_airport,48928,60,3,41.500599,9.09778,85
2411,KFSD,FSD,Sioux Falls Regional Airport / Joe Foss Field,medium_airport,39799,188,4,43.585463,-96.741152,1429
2412,KFSI,FSI,Henry Post Army Air Field (Fort Sill),medium_airport,48929,188,4,34.64979935,-98.40219879,1189
2413,KFSK,FSK,Fort Scott Municipal Airport,small_airport,48930,188,4,37.79840088,-94.76940155,918
2414,FSL,FSL,Fossil Downs Airport,small_airport,48931,9,6,-18.1321,125.7873,414
2415,KFSM,FSM,Fort Smith Regional Airport,medium_airport,14013,188,4,35.336601,-94.367401,469
2416,LFVP,FSP,St Pierre Airport,medium_airport,36310,219,4,46.76290131,-56.17309952,27
2417,KFST,FST,Fort Stockton Pecos County Airport,medium_airport,48932,188,4,30.91570091,-102.9160004,3011
2418,KFSU,FSU,Fort Sumner Municipal Airport,small_airport,48933,188,4,34.48339844,-104.2170029,4165
2419,rjns,FSZ,Mount Fuji Shizuoka Airport,medium_airport,48934,85,1,34.796043,138.187752,433
2420,NVVF,FTA,Futuna Airport,small_airport,48935,191,6,-19.51639938,170.2319946,95
2421,SAWC,FTE,El Calafate - Commander Armando Tola International Airport,medium_airport,12650,7,5,-50.2803,-72.053101,669
2422,NSFQ,FTI,Fitiuta Airport,small_airport,48936,220,6,-14.216131,-169.423771,110
2423,KFTK,FTK,Godman Army Air Field,medium_airport,13992,188,4,37.90710068,-85.9720993,756
2424,FMSD,FTU,Tôlanaro Airport,medium_airport,48937,104,2,-25.038099,46.9561,29
2425,KFTW,FTW,Fort Worth Meacham International Airport,medium_airport,14023,188,4,32.819801,-97.362396,710
2426,FCOO,FTX,Owando Airport,medium_airport,31100,40,2,-0.53135,15.9501,1214
2427,KFTY,FTY,Fulton County Airport Brown Field,medium_airport,2977,188,4,33.77909851,-84.52140045,841
2428,FUB,FUB,Fulleborn Airport,small_airport,48938,137,6,-6.1518,150.6264,36
2429,GCFV,FUE,Fuerteventura Airport,large_airport,48939,165,2,28.4527,-13.8638,85
2430,ZSFY,FUG,Fuyang Xiguan Airport,medium_airport,48940,36,1,32.882157,115.734364,104
2431,RJFE,FUJ,Fukue Airport,medium_airport,15396,85,1,32.66630173,128.8329926,273
2432,RJFF,FUK,Fukuoka Airport,large_airport,14274,85,1,33.58589935,130.451004,32
2433,KFUL,FUL,Fullerton Municipal Airport,small_airport,14290,188,4,33.87200165,-117.9800034,96
2434,AYFU,FUM,Fuma Airport,small_airport,48941,137,6,-6.3933,142.4408,466
2435,NGFU,FUN,Funafuti International Airport,medium_airport,14300,183,6,-8.525,179.195999,9
2436,CN-0061,FUO,Foshan Shadi Airport,medium_airport,48942,36,1,23.0833,113.07,6
2437,NLWF,FUT,Pointe Vele Airport,small_airport,48935,221,6,-14.311565,-178.066492,20
2439,VRMF,FVM,Fuvahmulah Airport,small_airport,48944,107,1,-0.309722,73.435,17
2440,YFRV,FVR,Oombulgurri Airport,small_airport,48945,9,6,-15.1647,127.8401,22
2441,KFWA,FWA,Fort Wayne International Airport,medium_airport,14020,188,4,40.9785,-85.195099,814
2442,KNFW,FWH,NAS Fort Worth JRB / Carswell Field,medium_airport,14023,188,4,32.769199,-97.441498,650
2443,PAFW,FWL,Farewell Airport,small_airport,48946,188,4,62.509327,-153.892279,1535
2444,KFXE,FXE,Fort Lauderdale Executive Airport,medium_airport,13993,188,4,26.19729996,-80.17070007,13
2445,FQCB,FXO,Cuamba Airport,small_airport,10541,120,2,-14.815,36.529999,1919
2446,KFXY,FXY,Forest City Municipal Airport,small_airport,13945,188,4,43.23469925,-93.62409973,1229
2447,ZYFY,FYJ,Fuyuan Dongji Aiport,medium_airport,14346,36,1,48.197219,134.36298,
2448,KFYM,FYM,Fayetteville Municipal Airport,small_airport,13608,188,4,35.05970001,-86.56400299,984
2449,ZWFY,FYN,Fuyun Koktokay Airport,medium_airport,48947,36,1,46.804169,89.512006,3081
2469,GAGO,GAQ,Gao Airport,medium_airport,14557,108,2,16.2484,-0.005456,870
2451,PFYU,FYU,Fort Yukon Airport,medium_airport,48948,188,4,66.571651,-145.249987,433
2452,KFYV,FYV,Drake Field,medium_airport,13608,188,4,36.00510025,-94.17009735,1251
2453,AZ-0011,FZL,Fuzuli International Airport,small_airport,14349,11,1,39.594578,47.196128,1247
2454,SK-261,GAA,Guamal Airport,small_airport,15750,37,5,9.15,-74.233333,65
2455,GAB,GAB,Gabbs Airport,small_airport,48949,188,4,38.923173,-117.9572,4700
2456,MHGS,GAC,Celaque Gracias Airport,small_airport,15450,73,4,14.573492,-88.595801,2995
2457,KGAD,GAD,Northeast Alabama Regional Airport,small_airport,14377,188,4,33.972599,-86.088996,569
2458,DTTG,GAE,Gabès Matmata International Airport,medium_airport,48950,180,2,33.733691,9.91941,407
2459,DTTF,GAF,Gafsa Ksar International Airport,medium_airport,14386,180,2,34.42200089,8.822500229,1060
2460,KGAG,GAG,Gage Heibeck Airport,small_airport,48951,188,4,36.295502,-99.776398,2223
2461,YGAY,GAH,Gayndah Airport,small_airport,48952,9,6,-25.615939,151.62055,369
2462,KGAI,GAI,Montgomery County Airpark,small_airport,14413,188,4,39.168301,-77.166,539
2463,RJSC,GAJ,Yamagata Airport,medium_airport,16972,85,1,38.4119,140.371002,353
2464,PAGA,GAL,Edward G. Pitka Sr Airport,medium_airport,48953,188,4,64.736198,-156.936997,153
2465,PAGM,GAM,Gambell Airport,medium_airport,48954,188,4,63.767694,-171.733303,27
2466,VRMG,GAN,Gan International Airport,medium_airport,48955,107,1,-0.692694,73.151557,6
2467,MUGT,GAO,Mariana Grajales Airport,medium_airport,48956,43,4,20.0853,-75.158302,56
2468,AYGP,GAP,Gusap Airport,small_airport,48957,137,6,-6.053196,145.959047,1504
2470,PG-0009,GAR,Garaina Airport,small_airport,48958,137,6,-7.875625,147.141266,2497
2471,HKGA,GAS,Garissa Airport,small_airport,14634,88,2,-0.463508,39.6483,475
2473,VEGT,GAU,Lokpriya Gopinath Bordoloi International Airport,medium_airport,16074,76,1,26.10610008,91.58589935,162
2474,ID-GAV,GAV,Gag Island Airport,small_airport,48959,77,1,-0.400556,129.895004,1
2475,VYGG,GAW,Gangaw Airport,small_airport,48960,121,1,22.17469978,94.13439941,200
2476,GA-GAX,GAX,Gamba Airport,small_airport,14473,61,2,-2.785278,10.047222,30
2477,VEGY,GAY,Gaya Airport,medium_airport,14710,76,1,24.744301,84.951202,380
2478,GAZ,GAZ,Guasopa Airport,small_airport,48961,137,6,-9.225918,152.944352,10
2479,EGBP,GBA,Cotswold Airport,small_airport,48962,187,3,51.668095,-2.05694,433
2480,UBBQ,GBB,Gabala International Airport,medium_airport,48963,11,1,40.808617,47.725389,935
2481,AYGS,GBC,Gasuke Airport,small_airport,48964,137,6,-6.1028,141.7393,157
2482,KGBD,GBD,Great Bend Municipal Airport,small_airport,15540,188,4,38.344299,-98.8592,1887
2483,FBSK,GBE,Sir Seretse Khama International Airport,large_airport,14362,23,2,-24.555201,25.9182,3299
2484,AYNE,GBF,Negarbo(Negabo) Airport,small_airport,48965,137,6,-6.567778,144.703058,4500
2485,KGBG,GBG,Galesburg Municipal Airport,small_airport,14439,188,4,40.93799973,-90.43109894,764
2486,PAGB,GBH,Galbraith Lake Airport,small_airport,48966,188,4,68.47969818,-149.4900055,2663
2487,VOGB,GBI,Kalaburagi Airport,small_airport,48967,76,1,17.308154,76.965246,1571
2488,TFFM,GBJ,Marie-Galante Airport,medium_airport,15486,206,4,15.868925,-61.270087,16
2489,GFGK,GBK,Gbangbatok Airport,small_airport,48968,157,2,7.812535,-12.377815,75
2491,GBM,GBM,Garbaharey Airport,small_airport,48969,162,2,3.32294,42.21309,755
2492,YGAM,GBP,Gamboola Airport,small_airport,48970,9,6,-16.54412,143.668155,
2493,KGBR,GBR,Walter J. Koladza Airport,small_airport,48971,188,4,42.18420029,-73.40319824,739
2494,OING,GBT,Gorgan Airport,medium_airport,15336,78,1,36.90940094,54.40129852,-24
2495,HSKG,GBU,Khashm El Girba Airport,small_airport,48972,167,2,14.925,35.877998,1560
2496,YGIB,GBV,Gibb River Airport,small_airport,48973,9,6,-16.418661,126.445685,509
2497,YGIA,GBW,Ginbata Airport,small_airport,48974,9,6,-22.5812,120.03553,1409
2498,NZGB,GBZ,Great Barrier Aerodrome,small_airport,48975,126,6,-36.24140167,175.4720001,20
2499,SK-236,GCA,Guacamayas Airport,small_airport,48976,37,5,2.283333,-74.95,1500
2500,KGCC,GCC,Northeast Wyoming Regional Airport,medium_airport,14995,188,4,44.3489,-105.539001,4365
2501,K3W7,GCD,Grand Coulee Dam Airport,small_airport,48977,188,4,47.92200089,-119.0830002,1588
2502,OIAH,GCH,Gachsaran Airport,medium_airport,48978,78,1,30.333869,50.833796,2414
2503,EGJB,GCI,Guernsey Airport,medium_airport,36183,199,3,49.435001,-2.60197,336
2504,FAGC,GCJ,Grand Central Airport,medium_airport,26899,163,2,-25.98629951,28.14010048,5325
2505,KGCK,GCK,Garden City Regional Airport,medium_airport,14599,188,4,37.92750168,-100.723999,2891
2506,MWCR,GCM,Owen Roberts International Airport,large_airport,14825,213,4,19.292801,-81.357697,8
2507,KGCN,GCN,Grand Canyon National Park Airport,medium_airport,48979,188,4,35.9524,-112.147003,6609
2508,1Z1,GCT,Grand Canyon Bar Ten Airstrip,small_airport,48980,188,4,36.258614,-113.231159,4100
2509,GCV,GCV,Gravatai Airport,small_airport,15528,24,5,-29.9494,-50.98505,25
2510,K1G4,GCW,Grand Canyon West Airport,small_airport,48981,188,4,35.985787,-113.817072,4825
2511,KGCY,GCY,Greeneville Municipal Airport,small_airport,15570,188,4,36.195648,-82.811482,1608
2512,VA2C,GDB,Gondia Airport,medium_airport,15273,76,1,21.526817,80.290347,987
2513,KGYH,GDC,Donaldson Field Airport,small_airport,15581,188,4,34.758301,-82.376404,955
2514,YGDN,GDD,Gordon Downs Airport,small_airport,48982,9,6,-18.67810059,128.5919952,800
2515,HAGO,GDE,Gode Airport,medium_airport,15154,57,2,5.935130119,43.57860184,834
2516,3Z8,GDH,Golden Horn Lodge Seaplane Base,seaplane_base,48983,188,4,59.74700165,-158.875,91
2517,FEGL,GDI,Gordil Airport,small_airport,26547,33,2,9.581117,21.728172,1427
2518,MMGL,GDL,Aeropuerto Internacional Miguel Hidalgo,large_airport,15719,113,4,20.523342,-103.310108,5016
2519,KGDM,GDM,Gardner Municipal Airport,small_airport,14611,188,4,42.54999924,-72.01609802,955
2520,EPGD,GDN,Gdańsk Lech Wałęsa Airport,large_airport,48984,141,3,54.377602,18.4662,489
2521,SVGD,GDO,Guasdualito Airport,medium_airport,15817,193,5,7.210834,-70.756386,427
2522,SNGD,GDP,Guadalupe Airport,small_airport,15722,24,5,-6.782219887,-43.5821991,564
2523,HAGN,GDQ,Gondar Airport,medium_airport,3269,57,2,12.5199,37.433998,6449
2524,SDAG,GDR,Angra dos Reis Airport,small_airport,1989,24,5,-22.9753,-44.307098,10
2525,MBGT,GDT,JAGS McCartney International Airport,medium_airport,48985,222,4,21.4445,-71.142303,13
2526,KGDV,GDV,Dawson Community Airport,medium_airport,48986,188,4,47.137658,-104.80691,2458
2527,KGDW,GDW,Gladwin Zettel Memorial Airport,small_airport,48987,188,4,43.97060013,-84.47499847,776
2528,UHMM,GDX,Sokol Airport,medium_airport,24786,145,1,59.9109993,150.7200012,574
2529,URKG,GDZ,Gelendzhik Airport,medium_airport,14755,145,3,44.58209263,38.01248074,98
2530,NWWM,GEA,Nouméa Magenta Airport,medium_airport,48988,208,6,-22.25812,166.472783,10
2531,WAMJ,GEB,Gebe Airport,small_airport,48989,77,1,-0.078889,129.457993,125
2532,CY-0002,GEC,Lefkoniko Airport / Geçitkale Air Base,medium_airport,48990,44,1,35.23591,33.720088,146
2533,KGED,GED,Delaware Coastal Airport,small_airport,14827,188,4,38.689201,-75.358902,53
2534,YGTO,GEE,Georgetown Airport,small_airport,14827,9,6,-41.079491,146.839061,131
2535,AGEV,GEF,Geva Airport,small_airport,48991,161,6,-7.575829983,156.5970001,
2536,KGEG,GEG,Spokane International Airport,medium_airport,40562,188,4,47.6199,-117.533997,2376
2537,SBNM,GEL,Santo Ângelo Airport,medium_airport,48992,24,5,-28.282503,-54.169623,1056
2538,FGMY,GEM,President Obiang Nguema International Airport,small_airport,48993,53,2,1.685334,11.024394,2165
2539,SYCJ,GEO,Cheddi Jagan International Airport,medium_airport,14827,71,5,6.49855,-58.254101,95
2540,MUNG,GER,Rafael Cabrera Airport,medium_airport,30096,43,4,21.83469963,-82.78379822,79
2541,RPMR,GES,General Santos International Airport,medium_airport,14799,140,1,6.058000088,125.0960007,505
2542,YGEL,GET,Geraldton Airport,medium_airport,14841,9,6,-28.796101,114.707001,121
2543,ESNG,GEV,Gällivare Airport,medium_airport,48994,169,3,67.13240051,20.81459999,1027
2544,GEW,GEW,Gewoia Airport,small_airport,48995,137,6,-9.2263,148.4949,340
2545,KGEY,GEY,South Big Horn County Airport,small_airport,48996,188,4,44.51679993,-108.0830002,3939
2546,KGFA,GFA,Malmstrom Air Force Base,heliport,15545,188,4,47.50469971,-111.1869965,3472
2547,GFD,GFD,Pope Field,small_airport,15571,188,4,39.790715,-85.735019,895
2548,YGNF,GFE,Grenfell Airport,small_airport,48997,9,6,-34,148.1329956,1080
2549,YGTH,GFF,Griffith Airport,medium_airport,15628,9,6,-34.25080109,146.0670013,439
2550,KGFK,GFK,Grand Forks International Airport,medium_airport,15488,188,4,47.949299,-97.176102,845
2551,KGFL,GFL,Floyd Bennett Memorial Airport,medium_airport,15097,188,4,43.34120178,-73.61029816,328
2552,YGFN,GFN,Clarence Valley Regional Airport,medium_airport,15460,9,6,-29.754795,153.031234,110
2553,SYBT,GFO,Bartica A Airport,small_airport,4506,71,5,6.358864,-58.655207,3
2554,LFRF,GFR,Granville Airport,medium_airport,15521,60,3,48.883099,-1.56417,45
2555,FYGF,GFY,Grootfontein Airport,medium_airport,15658,122,2,-19.6022,18.1227,4636
2556,SWHP,GGB,Frederico Carlos Müller Airport,small_airport,48998,24,5,-14.019959,-52.152003,1476
2557,FNBL,GGC,Lumbala Airport,small_airport,48999,5,2,-14.105106,21.45083,3700
2559,KGGE,GGE,Georgetown County Airport,small_airport,14827,188,4,33.31169891,-79.31960297,39
2560,SNYA,GGF,Almeirim Airport,small_airport,1241,24,5,-1.479524,-52.578214,584
2561,KGGG,GGG,East Texas Regional Airport,medium_airport,24137,188,4,32.38399887,-94.71150208,365
2562,SSCT,GGH,Engenheiro Gastão de Mesquita Filho Airport,small_airport,9582,24,5,-23.69157,-52.642091,1837
2563,SSGY,GGJ,Guaíra Airport,small_airport,49000,24,5,-24.0811,-54.1917,889
2564,HKKG,GGM,Kakamega Airport,small_airport,19588,88,2,0.271342009,34.78730011,5020
2565,DIGA,GGN,Gagnoa Airport,small_airport,14393,83,2,6.102855,-5.986809,732
2566,DIGL,GGO,Guiglo Airport,small_airport,15908,83,2,6.534711,-7.526847,722
2567,HCMW,GGR,Garowe Airport,small_airport,49001,162,2,8.457942,48.567407,1465
2568,SAWR,GGS,Gobernador Gregores Airport,small_airport,15143,7,5,-48.7831,-70.150002,356
2569,MYEF,GGT,Exuma International Airport,medium_airport,49002,12,4,23.562599,-75.877998,9
2570,KGGW,GGW,Wokal Field/Glasgow-Valley County Airport,medium_airport,15065,188,4,48.212502,-106.614998,2296
2571,DAUG,GHA,Noumérat - Moufdi Zakaria Airport,medium_airport,49003,3,2,32.384102,3.79411,1512
2572,MYEM,GHB,Governor's Harbour Airport,medium_airport,49004,12,4,25.2847,-76.331001,26
2573,MYBG,GHC,Great Harbour Cay Airport,medium_airport,49005,12,4,25.7383,-77.840103,18
2574,GHE,GHE,Garachiné Airport,small_airport,49006,136,5,8.0644,-78.3673,42
2575,EDQG,GHF,Giebelstadt Airport,small_airport,49007,64,3,49.64805603,9.966388702,981
2577,KGHM,GHM,Centerville Municipal Airport,small_airport,8519,188,4,35.83739853,-87.44539642,768
2578,ZUGH,GHN,Guanghan Airport,small_airport,49008,36,1,30.9485,104.3296,1531
2579,WALE,GHS,Melalan Airport,small_airport,49009,77,1,-0.203611,115.760002,330
2580,HLGT,GHT,Ghat Airport,medium_airport,14908,100,2,25.14559937,10.14260006,2296
2581,SAAG,GHU,Gualeguaychu Airport,medium_airport,15748,7,5,-33.005567,-58.612833,75
2582,LROV,GHV,Brașov-Ghimbav International Airport,medium_airport,49010,144,3,45.70558,25.522871,1740
